instance,num_ants,alpha,beta,evaporation_rate,version,cost,duration
100_5_48_9.def,30,1.0,1.0,0.9,1,196504,496
100_5_48_9.def,30,1.0,1.0,0.9,2,178346,1277
100_10_47_9.def,1,1.0,5.0,0.1,1,142626,307
100_10_47_9.def,1,1.0,5.0,0.1,2,92771,1267
100_10_47_9.def,1,1.0,5.0,0.5,1,143305,288
100_10_47_9.def,1,1.0,5.0,0.5,2,92771,1267
100_10_47_9.def,1,1.0,5.0,0.9,1,144226,288
100_10_47_9.def,1,1.0,5.0,0.9,2,92771,1267
100_10_47_9.def,1,5.0,1.0,0.1,1,142894,274
100_10_47_9.def,1,5.0,1.0,0.1,2,92771,1267
100_10_47_9.def,1,5.0,1.0,0.5,1,145129,282
100_10_47_9.def,1,5.0,1.0,0.5,2,92771,1267
100_10_47_9.def,1,5.0,1.0,0.9,1,144893,286
100_10_47_9.def,1,5.0,1.0,0.9,2,92892,1267
100_10_47_9.def,1,1.0,1.0,0.1,1,143599,311
100_10_47_9.def,1,1.0,1.0,0.1,2,92771,1267
100_10_47_9.def,1,1.0,1.0,0.5,1,144360,296
100_10_47_9.def,1,1.0,1.0,0.5,2,92771,1267
100_10_47_9.def,1,1.0,1.0,0.9,1,144487,281
100_10_47_9.def,1,1.0,1.0,0.9,2,92771,1260
100_10_47_9.def,30,1.0,5.0,0.1,1,147481,284
100_10_47_9.def,30,1.0,5.0,0.1,2,92771,1267
100_10_47_9.def,30,1.0,5.0,0.5,1,143705,282
100_10_47_9.def,30,1.0,5.0,0.5,2,92771,1306
100_10_47_9.def,30,1.0,5.0,0.9,1,146906,284
100_10_47_9.def,30,1.0,5.0,0.9,2,92771,1267
100_10_47_9.def,30,5.0,1.0,0.1,1,142962,252
100_10_47_9.def,30,5.0,1.0,0.1,2,92816,1308
100_10_47_9.def,30,5.0,1.0,0.5,1,143859,259
100_10_47_9.def,30,5.0,1.0,0.5,2,92962,1328
100_10_47_9.def,30,5.0,1.0,0.9,1,144911,257
100_10_47_9.def,30,5.0,1.0,0.9,2,96208,1376
100_10_47_9.def,30,1.0,1.0,0.1,1,144921,266
100_10_47_9.def,30,1.0,1.0,0.1,2,92771,1228
100_10_47_9.def,30,1.0,1.0,0.5,1,145729,258
100_10_47_9.def,30,1.0,1.0,0.5,2,92771,1267
100_10_47_9.def,30,1.0,1.0,0.9,1,145015,256
100_10_47_9.def,30,1.0,1.0,0.9,2,92771,1278
15_9_12_9.def,1,1.0,5.0,0.1,1,19875,80
15_9_12_9.def,1,1.0,5.0,0.1,2,9841,120
15_9_12_9.def,1,1.0,5.0,0.5,1,19799,80
15_9_12_9.def,1,1.0,5.0,0.5,2,9841,120
15_9_12_9.def,1,1.0,5.0,0.9,1,19032,80
15_9_12_9.def,1,1.0,5.0,0.9,2,9841,120
15_9_12_9.def,1,5.0,1.0,0.1,1,18451,68
15_9_12_9.def,1,5.0,1.0,0.1,2,9841,120
15_9_12_9.def,1,5.0,1.0,0.5,1,19363,100
15_9_12_9.def,1,5.0,1.0,0.5,2,9844,111
15_9_12_9.def,1,5.0,1.0,0.9,1,18832,80
15_9_12_9.def,1,5.0,1.0,0.9,2,9841,123
15_9_12_9.def,1,1.0,1.0,0.1,1,17995,100
15_9_12_9.def,1,1.0,1.0,0.1,2,9841,120
15_9_12_9.def,1,1.0,1.0,0.5,1,20572,80
15_9_12_9.def,1,1.0,1.0,0.5,2,9841,120
15_9_12_9.def,1,1.0,1.0,0.9,1,20072,100
15_9_12_9.def,1,1.0,1.0,0.9,2,9841,120
15_9_12_9.def,30,1.0,5.0,0.1,1,19411,68
15_9_12_9.def,30,1.0,5.0,0.1,2,9851,116
15_9_12_9.def,30,1.0,5.0,0.5,1,19799,80
15_9_12_9.def,30,1.0,5.0,0.5,2,9851,116
15_9_12_9.def,30,1.0,5.0,0.9,1,18695,80
15_9_12_9.def,30,1.0,5.0,0.9,2,9875,178
15_9_12_9.def,30,5.0,1.0,0.1,1,18517,68
15_9_12_9.def,30,5.0,1.0,0.1,2,9875,116
15_9_12_9.def,30,5.0,1.0,0.5,1,19411,68
15_9_12_9.def,30,5.0,1.0,0.5,2,9880,194
15_9_12_9.def,30,5.0,1.0,0.9,1,18720,68
15_9_12_9.def,30,5.0,1.0,0.9,2,12535,120
15_9_12_9.def,30,1.0,1.0,0.1,1,19363,68
15_9_12_9.def,30,1.0,1.0,0.1,2,9865,145
15_9_12_9.def,30,1.0,1.0,0.5,1,19305,68
15_9_12_9.def,30,1.0,1.0,0.5,2,9863,100
15_9_12_9.def,30,1.0,1.0,0.9,1,18761,68
15_9_12_9.def,30,1.0,1.0,0.9,2,9865,191
200_40_130_9_D4.def,1,1.0,5.0,0.1,1,103108,578
200_40_130_9_D4.def,1,1.0,5.0,0.1,2,47050,1819
200_40_130_9_D4.def,1,1.0,5.0,0.5,1,105123,699
200_40_130_9_D4.def,1,1.0,5.0,0.5,2,47050,1853
200_40_130_9_D4.def,1,1.0,5.0,0.9,1,105929,548
200_40_130_9_D4.def,1,1.0,5.0,0.9,2,47050,1834
200_40_130_9_D4.def,1,5.0,1.0,0.1,1,101820,548
200_40_130_9_D4.def,1,5.0,1.0,0.1,2,47056,1812
200_40_130_9_D4.def,1,5.0,1.0,0.5,1,104055,531
200_40_130_9_D4.def,1,5.0,1.0,0.5,2,47067,1855
200_40_130_9_D4.def,1,5.0,1.0,0.9,1,107591,521
200_40_130_9_D4.def,1,5.0,1.0,0.9,2,47090,1889
200_40_130_9_D4.def,1,1.0,1.0,0.1,1,104764,497
200_40_130_9_D4.def,1,1.0,1.0,0.1,2,47050,1799
200_40_130_9_D4.def,1,1.0,1.0,0.5,1,104609,497
200_40_130_9_D4.def,1,1.0,1.0,0.5,2,47050,1833
200_40_130_9_D4.def,1,1.0,1.0,0.9,1,102645,505
200_40_130_9_D4.def,1,1.0,1.0,0.9,2,47061,1849
200_40_130_9_D4.def,30,1.0,5.0,0.1,1,102689,497
200_40_130_9_D4.def,30,1.0,5.0,0.1,2,47051,1799
200_40_130_9_D4.def,30,1.0,5.0,0.5,1,104223,497
200_40_130_9_D4.def,30,1.0,5.0,0.5,2,47051,1787
200_40_130_9_D4.def,30,1.0,5.0,0.9,1,101939,497
200_40_130_9_D4.def,30,1.0,5.0,0.9,2,47070,1788
200_40_130_9_D4.def,30,5.0,1.0,0.1,1,106388,497
200_40_130_9_D4.def,30,5.0,1.0,0.1,2,47105,2081
200_40_130_9_D4.def,30,5.0,1.0,0.5,1,105936,497
200_40_130_9_D4.def,30,5.0,1.0,0.5,2,47152,1881
200_40_130_9_D4.def,30,5.0,1.0,0.9,1,104717,497
200_40_130_9_D4.def,30,5.0,1.0,0.9,2,48850,1935
200_40_130_9_D4.def,30,1.0,1.0,0.1,1,102736,497
200_40_130_9_D4.def,30,1.0,1.0,0.1,2,47051,1794
200_40_130_9_D4.def,30,1.0,1.0,0.5,1,105403,497
200_40_130_9_D4.def,30,1.0,1.0,0.5,2,47071,1830
200_40_130_9_D4.def,30,1.0,1.0,0.9,1,103305,497
200_40_130_9_D4.def,30,1.0,1.0,0.9,2,47118,1866
100_10_64_9.def,1,1.0,5.0,0.1,1,114026,340
100_10_64_9.def,1,1.0,5.0,0.1,2,63279,1013
100_10_64_9.def,1,1.0,5.0,0.5,1,117592,347
100_10_64_9.def,1,1.0,5.0,0.5,2,63279,1013
100_10_64_9.def,1,1.0,5.0,0.9,1,114822,380
100_10_64_9.def,1,1.0,5.0,0.9,2,63279,1013
100_10_64_9.def,1,5.0,1.0,0.1,1,115982,298
100_10_64_9.def,1,5.0,1.0,0.1,2,63279,1013
100_10_64_9.def,1,5.0,1.0,0.5,1,118994,319
100_10_64_9.def,1,5.0,1.0,0.5,2,63279,1013
100_10_64_9.def,1,5.0,1.0,0.9,1,120181,311
100_10_64_9.def,1,5.0,1.0,0.9,2,63567,1033
100_10_64_9.def,1,1.0,1.0,0.1,1,114458,275
100_10_64_9.def,1,1.0,1.0,0.1,2,63279,1020
100_10_64_9.def,1,1.0,1.0,0.5,1,116551,281
100_10_64_9.def,1,1.0,1.0,0.5,2,63279,1013
100_10_64_9.def,1,1.0,1.0,0.9,1,112424,301
100_10_64_9.def,1,1.0,1.0,0.9,2,63279,1013
100_10_64_9.def,30,1.0,5.0,0.1,1,119371,302
100_10_64_9.def,30,1.0,5.0,0.1,2,63279,1013
100_10_64_9.def,30,1.0,5.0,0.5,1,119550,308
100_10_64_9.def,30,1.0,5.0,0.5,2,63279,1013
100_10_64_9.def,30,1.0,5.0,0.9,1,118781,309
100_10_64_9.def,30,1.0,5.0,0.9,2,63279,1013
100_10_64_9.def,30,5.0,1.0,0.1,1,117150,261
100_10_64_9.def,30,5.0,1.0,0.1,2,63279,1064
100_10_64_9.def,30,5.0,1.0,0.5,1,114661,270
100_10_64_9.def,30,5.0,1.0,0.5,2,63279,1038
100_10_64_9.def,30,5.0,1.0,0.9,1,115744,257
100_10_64_9.def,30,5.0,1.0,0.9,2,65100,1102
100_10_64_9.def,30,1.0,1.0,0.1,1,116441,258
100_10_64_9.def,30,1.0,1.0,0.1,2,63279,999
100_10_64_9.def,30,1.0,1.0,0.5,1,116566,257
100_10_64_9.def,30,1.0,1.0,0.5,2,63279,1030
100_10_64_9.def,30,1.0,1.0,0.9,1,117306,260
100_10_64_9.def,30,1.0,1.0,0.9,2,63388,1037
200_10_84_9.def,1,1.0,5.0,0.1,1,233441,596
200_10_84_9.def,1,1.0,5.0,0.1,2,119500,2915
200_10_84_9.def,1,1.0,5.0,0.5,1,224537,605
200_10_84_9.def,1,1.0,5.0,0.5,2,119500,2915
200_10_84_9.def,1,1.0,5.0,0.9,1,231558,602
200_10_84_9.def,1,1.0,5.0,0.9,2,119500,2915
200_10_84_9.def,1,5.0,1.0,0.1,1,229267,561
200_10_84_9.def,1,5.0,1.0,0.1,2,119500,2915
200_10_84_9.def,1,5.0,1.0,0.5,1,228412,555
200_10_84_9.def,1,5.0,1.0,0.5,2,119500,2999
200_10_84_9.def,1,5.0,1.0,0.9,1,229139,533
200_10_84_9.def,1,5.0,1.0,0.9,2,119500,2877
200_10_84_9.def,1,1.0,1.0,0.1,1,224723,554
200_10_84_9.def,1,1.0,1.0,0.1,2,119500,2915
200_10_84_9.def,1,1.0,1.0,0.5,1,229025,555
200_10_84_9.def,1,1.0,1.0,0.5,2,119500,2915
200_10_84_9.def,1,1.0,1.0,0.9,1,231125,537
200_10_84_9.def,1,1.0,1.0,0.9,2,119500,2915
200_10_84_9.def,30,1.0,5.0,0.1,1,233578,571
200_10_84_9.def,30,1.0,5.0,0.1,2,119500,2928
200_10_84_9.def,30,1.0,5.0,0.5,1,234039,552
200_10_84_9.def,30,1.0,5.0,0.5,2,119500,2977
200_10_84_9.def,30,1.0,5.0,0.9,1,230976,567
200_10_84_9.def,30,1.0,5.0,0.9,2,119500,2928
200_10_84_9.def,30,5.0,1.0,0.1,1,228633,516
200_10_84_9.def,30,5.0,1.0,0.1,2,119500,2969
200_10_84_9.def,30,5.0,1.0,0.5,1,228624,524
200_10_84_9.def,30,5.0,1.0,0.5,2,119500,2987
200_10_84_9.def,30,5.0,1.0,0.9,1,226101,523
200_10_84_9.def,30,5.0,1.0,0.9,2,120721,2743
200_10_84_9.def,30,1.0,1.0,0.1,1,229523,522
200_10_84_9.def,30,1.0,1.0,0.1,2,119500,2968
200_10_84_9.def,30,1.0,1.0,0.5,1,228258,515
200_10_84_9.def,30,1.0,1.0,0.5,2,119500,2928
200_10_84_9.def,30,1.0,1.0,0.9,1,228406,514
200_10_84_9.def,30,1.0,1.0,0.9,2,119500,2971
100_5_20_9_D3.def,1,1.0,5.0,0.1,1,42737,484
100_5_20_9_D3.def,1,1.0,5.0,0.1,2,30728,1323
100_5_20_9_D3.def,1,1.0,5.0,0.5,1,41484,420
100_5_20_9_D3.def,1,1.0,5.0,0.5,2,30728,1323
100_5_20_9_D3.def,1,1.0,5.0,0.9,1,41220,434
100_5_20_9_D3.def,1,1.0,5.0,0.9,2,30728,1323
100_5_20_9_D3.def,1,5.0,1.0,0.1,1,41702,459
100_5_20_9_D3.def,1,5.0,1.0,0.1,2,30728,1323
100_5_20_9_D3.def,1,5.0,1.0,0.5,1,41243,454
100_5_20_9_D3.def,1,5.0,1.0,0.5,2,30728,1323
100_5_20_9_D3.def,1,5.0,1.0,0.9,1,41155,399
100_5_20_9_D3.def,1,5.0,1.0,0.9,2,30753,1307
100_5_20_9_D3.def,1,1.0,1.0,0.1,1,40819,460
100_5_20_9_D3.def,1,1.0,1.0,0.1,2,30728,1323
100_5_20_9_D3.def,1,1.0,1.0,0.5,1,42371,428
100_5_20_9_D3.def,1,1.0,1.0,0.5,2,30728,1323
100_5_20_9_D3.def,1,1.0,1.0,0.9,1,41213,443
100_5_20_9_D3.def,1,1.0,1.0,0.9,2,30728,1323
100_5_20_9_D3.def,30,1.0,5.0,0.1,1,40685,407
100_5_20_9_D3.def,30,1.0,5.0,0.1,2,30728,1323
100_5_20_9_D3.def,30,1.0,5.0,0.5,1,42207,415
100_5_20_9_D3.def,30,1.0,5.0,0.5,2,30728,1323
100_5_20_9_D3.def,30,1.0,5.0,0.9,1,41753,422
100_5_20_9_D3.def,30,1.0,5.0,0.9,2,30728,1323
100_5_20_9_D3.def,30,5.0,1.0,0.1,1,41574,401
100_5_20_9_D3.def,30,5.0,1.0,0.1,2,30728,1376
100_5_20_9_D3.def,30,5.0,1.0,0.5,1,41229,399
100_5_20_9_D3.def,30,5.0,1.0,0.5,2,30728,1344
100_5_20_9_D3.def,30,5.0,1.0,0.9,1,41998,403
100_5_20_9_D3.def,30,5.0,1.0,0.9,2,31196,1257
100_5_20_9_D3.def,30,1.0,1.0,0.1,1,41267,407
100_5_20_9_D3.def,30,1.0,1.0,0.1,2,30728,1323
100_5_20_9_D3.def,30,1.0,1.0,0.5,1,42086,389
100_5_20_9_D3.def,30,1.0,1.0,0.5,2,30728,1323
100_5_20_9_D3.def,30,1.0,1.0,0.9,1,41436,386
100_5_20_9_D3.def,30,1.0,1.0,0.9,2,30728,1344
200_20_55_9.def,1,1.0,5.0,0.1,1,231342,284
200_20_55_9.def,1,1.0,5.0,0.1,2,71262,2997
200_20_55_9.def,1,1.0,5.0,0.5,1,239033,309
200_20_55_9.def,1,1.0,5.0,0.5,2,71262,2997
200_20_55_9.def,1,1.0,5.0,0.9,1,229988,285
200_20_55_9.def,1,1.0,5.0,0.9,2,71262,2997
200_20_55_9.def,1,5.0,1.0,0.1,1,229291,280
200_20_55_9.def,1,5.0,1.0,0.1,2,71262,2997
200_20_55_9.def,1,5.0,1.0,0.5,1,229180,264
200_20_55_9.def,1,5.0,1.0,0.5,2,71315,2997
200_20_55_9.def,1,5.0,1.0,0.9,1,229929,277
200_20_55_9.def,1,5.0,1.0,0.9,2,71362,2986
200_20_55_9.def,1,1.0,1.0,0.1,1,236484,236
200_20_55_9.def,1,1.0,1.0,0.1,2,71262,2997
200_20_55_9.def,1,1.0,1.0,0.5,1,230818,246
200_20_55_9.def,1,1.0,1.0,0.5,2,71262,2997
200_20_55_9.def,1,1.0,1.0,0.9,1,232832,261
200_20_55_9.def,1,1.0,1.0,0.9,2,71279,2993
200_20_55_9.def,30,1.0,5.0,0.1,1,232517,262
200_20_55_9.def,30,1.0,5.0,0.1,2,71262,2997
200_20_55_9.def,30,1.0,5.0,0.5,1,231315,256
200_20_55_9.def,30,1.0,5.0,0.5,2,71262,2996
200_20_55_9.def,30,1.0,5.0,0.9,1,230520,262
200_20_55_9.def,30,1.0,5.0,0.9,2,71267,3029
200_20_55_9.def,30,5.0,1.0,0.1,1,236146,241
200_20_55_9.def,30,5.0,1.0,0.1,2,71384,3025
200_20_55_9.def,30,5.0,1.0,0.5,1,232713,243
200_20_55_9.def,30,5.0,1.0,0.5,2,71533,3199
200_20_55_9.def,30,5.0,1.0,0.9,1,232537,244
200_20_55_9.def,30,5.0,1.0,0.9,2,74854,2588
200_20_55_9.def,30,1.0,1.0,0.1,1,234496,242
200_20_55_9.def,30,1.0,1.0,0.1,2,71262,2996
200_20_55_9.def,30,1.0,1.0,0.5,1,233845,253
200_20_55_9.def,30,1.0,1.0,0.5,2,71262,2991
200_20_55_9.def,30,1.0,1.0,0.9,1,235765,231
200_20_55_9.def,30,1.0,1.0,0.9,2,71539,3014
200_20_97_9.def,1,1.0,5.0,0.1,1,284387,314
200_20_97_9.def,1,1.0,5.0,0.1,2,100421,1604
200_20_97_9.def,1,1.0,5.0,0.5,1,278994,317
200_20_97_9.def,1,1.0,5.0,0.5,2,100421,1698
200_20_97_9.def,1,1.0,5.0,0.9,1,280712,325
200_20_97_9.def,1,1.0,5.0,0.9,2,100421,1604
200_20_97_9.def,1,5.0,1.0,0.1,1,281859,270
200_20_97_9.def,1,5.0,1.0,0.1,2,100421,1698
200_20_97_9.def,1,5.0,1.0,0.5,1,281855,316
200_20_97_9.def,1,5.0,1.0,0.5,2,100421,1698
200_20_97_9.def,1,5.0,1.0,0.9,1,275787,269
200_20_97_9.def,1,5.0,1.0,0.9,2,100774,1642
200_20_97_9.def,1,1.0,1.0,0.1,1,283619,261
200_20_97_9.def,1,1.0,1.0,0.1,2,100421,1698
200_20_97_9.def,1,1.0,1.0,0.5,1,276477,312
200_20_97_9.def,1,1.0,1.0,0.5,2,100421,1698
200_20_97_9.def,1,1.0,1.0,0.9,1,279120,324
200_20_97_9.def,1,1.0,1.0,0.9,2,100421,1698
200_20_97_9.def,30,1.0,5.0,0.1,1,274900,288
200_20_97_9.def,30,1.0,5.0,0.1,2,100421,1632
200_20_97_9.def,30,1.0,5.0,0.5,1,283484,280
200_20_97_9.def,30,1.0,5.0,0.5,2,100421,1615
200_20_97_9.def,30,1.0,5.0,0.9,1,279282,282
200_20_97_9.def,30,1.0,5.0,0.9,2,100421,1665
200_20_97_9.def,30,5.0,1.0,0.1,1,277838,266
200_20_97_9.def,30,5.0,1.0,0.1,2,100483,1692
200_20_97_9.def,30,5.0,1.0,0.5,1,278153,263
200_20_97_9.def,30,5.0,1.0,0.5,2,100421,1473
200_20_97_9.def,30,5.0,1.0,0.9,1,278489,258
200_20_97_9.def,30,5.0,1.0,0.9,2,105176,1493
200_20_97_9.def,30,1.0,1.0,0.1,1,282417,260
200_20_97_9.def,30,1.0,1.0,0.1,2,100421,1654
200_20_97_9.def,30,1.0,1.0,0.5,1,277215,257
200_20_97_9.def,30,1.0,1.0,0.5,2,100421,1643
200_20_97_9.def,30,1.0,1.0,0.9,1,280562,249
200_20_97_9.def,30,1.0,1.0,0.9,2,100557,1532
200_10_135_9_D6.def,1,1.0,5.0,0.1,1,105301,967
200_10_135_9_D6.def,1,1.0,5.0,0.1,2,73207,2436
200_10_135_9_D6.def,1,1.0,5.0,0.5,1,106651,1000
200_10_135_9_D6.def,1,1.0,5.0,0.5,2,73207,2436
200_10_135_9_D6.def,1,1.0,5.0,0.9,1,106472,975
200_10_135_9_D6.def,1,1.0,5.0,0.9,2,73207,2436
200_10_135_9_D6.def,1,5.0,1.0,0.1,1,106533,838
200_10_135_9_D6.def,1,5.0,1.0,0.1,2,73207,2436
200_10_135_9_D6.def,1,5.0,1.0,0.5,1,105615,712
200_10_135_9_D6.def,1,5.0,1.0,0.5,2,73207,2436
200_10_135_9_D6.def,1,5.0,1.0,0.9,1,103850,794
200_10_135_9_D6.def,1,5.0,1.0,0.9,2,73207,2436
200_10_135_9_D6.def,1,1.0,1.0,0.1,1,105782,784
200_10_135_9_D6.def,1,1.0,1.0,0.1,2,73207,2436
200_10_135_9_D6.def,1,1.0,1.0,0.5,1,105889,863
200_10_135_9_D6.def,1,1.0,1.0,0.5,2,73207,2436
200_10_135_9_D6.def,1,1.0,1.0,0.9,1,106893,789
200_10_135_9_D6.def,1,1.0,1.0,0.9,2,73207,2436
200_10_135_9_D6.def,30,1.0,5.0,0.1,1,106189,835
200_10_135_9_D6.def,30,1.0,5.0,0.1,2,73207,2525
200_10_135_9_D6.def,30,1.0,5.0,0.5,1,105154,809
200_10_135_9_D6.def,30,1.0,5.0,0.5,2,73207,2525
200_10_135_9_D6.def,30,1.0,5.0,0.9,1,105796,818
200_10_135_9_D6.def,30,1.0,5.0,0.9,2,73207,2525
200_10_135_9_D6.def,30,5.0,1.0,0.1,1,106714,663
200_10_135_9_D6.def,30,5.0,1.0,0.1,2,73207,2487
200_10_135_9_D6.def,30,5.0,1.0,0.5,1,104584,674
200_10_135_9_D6.def,30,5.0,1.0,0.5,2,73207,2526
200_10_135_9_D6.def,30,5.0,1.0,0.9,1,105393,647
200_10_135_9_D6.def,30,5.0,1.0,0.9,2,73730,2499
200_10_135_9_D6.def,30,1.0,1.0,0.1,1,105996,684
200_10_135_9_D6.def,30,1.0,1.0,0.1,2,73207,2525
200_10_135_9_D6.def,30,1.0,1.0,0.5,1,106532,646
200_10_135_9_D6.def,30,1.0,1.0,0.5,2,73207,2525
200_10_135_9_D6.def,30,1.0,1.0,0.9,1,106811,674
200_10_135_9_D6.def,30,1.0,1.0,0.9,2,73207,2526
15_3_5_3.def,1,1.0,5.0,0.1,1,9992,197
15_3_5_3.def,1,1.0,5.0,0.1,2,6289,290
15_3_5_3.def,1,1.0,5.0,0.5,1,9828,200
15_3_5_3.def,1,1.0,5.0,0.5,2,6289,290
15_3_5_3.def,1,1.0,5.0,0.9,1,8751,208
15_3_5_3.def,1,1.0,5.0,0.9,2,6289,290
15_3_5_3.def,1,5.0,1.0,0.1,1,9346,228
15_3_5_3.def,1,5.0,1.0,0.1,2,6289,290
15_3_5_3.def,1,5.0,1.0,0.5,1,10813,200
15_3_5_3.def,1,5.0,1.0,0.5,2,6289,290
15_3_5_3.def,1,5.0,1.0,0.9,1,10064,236
15_3_5_3.def,1,5.0,1.0,0.9,2,6289,290
15_3_5_3.def,1,1.0,1.0,0.1,1,10867,199
15_3_5_3.def,1,1.0,1.0,0.1,2,6289,290
15_3_5_3.def,1,1.0,1.0,0.5,1,10282,224
15_3_5_3.def,1,1.0,1.0,0.5,2,6289,290
15_3_5_3.def,1,1.0,1.0,0.9,1,9992,199
15_3_5_3.def,1,1.0,1.0,0.9,2,6289,290
15_3_5_3.def,30,1.0,5.0,0.1,1,9938,196
15_3_5_3.def,30,1.0,5.0,0.1,2,6289,314
15_3_5_3.def,30,1.0,5.0,0.5,1,9828,197
15_3_5_3.def,30,1.0,5.0,0.5,2,6289,290
15_3_5_3.def,30,1.0,5.0,0.9,1,9992,197
15_3_5_3.def,30,1.0,5.0,0.9,2,6289,314
15_3_5_3.def,30,5.0,1.0,0.1,1,9828,198
15_3_5_3.def,30,5.0,1.0,0.1,2,6289,272
15_3_5_3.def,30,5.0,1.0,0.5,1,9172,197
15_3_5_3.def,30,5.0,1.0,0.5,2,6289,272
15_3_5_3.def,30,5.0,1.0,0.9,1,9828,198
15_3_5_3.def,30,5.0,1.0,0.9,2,6289,275
15_3_5_3.def,30,1.0,1.0,0.1,1,10703,197
15_3_5_3.def,30,1.0,1.0,0.1,2,6289,314
15_3_5_3.def,30,1.0,1.0,0.5,1,9992,198
15_3_5_3.def,30,1.0,1.0,0.5,2,6289,284
15_3_5_3.def,30,1.0,1.0,0.9,1,9117,198
15_3_5_3.def,30,1.0,1.0,0.9,2,6289,284
15_6_10_6.def,1,1.0,5.0,0.1,1,14574,104
15_6_10_6.def,1,1.0,5.0,0.1,2,6946,211
15_6_10_6.def,1,1.0,5.0,0.5,1,17502,100
15_6_10_6.def,1,1.0,5.0,0.5,2,6946,211
15_6_10_6.def,1,1.0,5.0,0.9,1,17525,88
15_6_10_6.def,1,1.0,5.0,0.9,2,6946,211
15_6_10_6.def,1,5.0,1.0,0.1,1,13439,119
15_6_10_6.def,1,5.0,1.0,0.1,2,6946,211
15_6_10_6.def,1,5.0,1.0,0.5,1,16102,109
15_6_10_6.def,1,5.0,1.0,0.5,2,6967,211
15_6_10_6.def,1,5.0,1.0,0.9,1,14841,105
15_6_10_6.def,1,5.0,1.0,0.9,2,6967,183
15_6_10_6.def,1,1.0,1.0,0.1,1,15196,92
15_6_10_6.def,1,1.0,1.0,0.1,2,6946,211
15_6_10_6.def,1,1.0,1.0,0.5,1,15765,88
15_6_10_6.def,1,1.0,1.0,0.5,2,6946,211
15_6_10_6.def,1,1.0,1.0,0.9,1,13314,76
15_6_10_6.def,1,1.0,1.0,0.9,2,6946,211
15_6_10_6.def,30,1.0,5.0,0.1,1,14776,88
15_6_10_6.def,30,1.0,5.0,0.1,2,6946,211
15_6_10_6.def,30,1.0,5.0,0.5,1,14406,88
15_6_10_6.def,30,1.0,5.0,0.5,2,6967,211
15_6_10_6.def,30,1.0,5.0,0.9,1,16169,88
15_6_10_6.def,30,1.0,5.0,0.9,2,6967,211
15_6_10_6.def,30,5.0,1.0,0.1,1,16367,76
15_6_10_6.def,30,5.0,1.0,0.1,2,7008,222
15_6_10_6.def,30,5.0,1.0,0.5,1,17430,76
15_6_10_6.def,30,5.0,1.0,0.5,2,7008,222
15_6_10_6.def,30,5.0,1.0,0.9,1,14380,76
15_6_10_6.def,30,5.0,1.0,0.9,2,7008,223
15_6_10_6.def,30,1.0,1.0,0.1,1,16515,76
15_6_10_6.def,30,1.0,1.0,0.1,2,6946,211
15_6_10_6.def,30,1.0,1.0,0.5,1,14019,85
15_6_10_6.def,30,1.0,1.0,0.5,2,6967,211
15_6_10_6.def,30,1.0,1.0,0.9,1,15610,76
15_6_10_6.def,30,1.0,1.0,0.9,2,7008,222
